card1,card2,synergy
Druid Staff,Railgun,-5
Druid Staff,Cyber Blade,-5
Druid Staff,Pulse Shield,3
Druid Staff,Drone Swarm,-5
Druid Staff,Nano Spear,-5
Druid Staff,Void Cannon,-5
Solar Staff,Iron Spear,-3
Solar Staff,Steel Spear,-3
Solar Staff,Pike,-3
Solar Staff,Halberd,-3
Solar Staff,Trident,-3
Solar Staff,Dragon Lance,-3
Solar Staff,Ice Lance,-3
Solar Staff,Thunder Spear,-3
Solar Staff,Serpent Spear,-3
Solar Staff,Sun Lance,5
Solar Staff,Dagger,-3
Solar Staff,Poison Dagger,-3
Solar Staff,Silent Knife,-3
Solar Staff,Throwing Knives,-3
Solar Staff,Glass Dagger,-3
Solar Staff,Vampire Fang,-3
Solar Staff,Venom Shiv,-3
Solar Staff,Assassin Blade,-3
Solar Staff,Smoke Dagger,-3
Solar Staff,Mirror Knife,4
Solar Staff,Wooden Shield,-3
Solar Staff,Iron Shield,-3
Solar Staff,Tower Shield,-3
Solar Staff,Spiked Shield,-3
Solar Staff,Mirror Shield,4
Solar Staff,Dragon Shield,-3
Solar Staff,Ice Shield,-3
Solar Staff,Storm Shield,-3
Solar Staff,Holy Shield,11
Solar Staff,Thorn Shield,-3
Solar Staff,Stone Hammer,-3
Solar Staff,War Hammer,-3
Solar Staff,Thunder Hammer,-3
Solar Staff,Forge Hammer,-3
Solar Staff,Ice Maul,-3
Solar Staff,Gravity Hammer,4
Solar Staff,Bone Hammer,-3
Solar Staff,Titan Hammer,-3
Solar Staff,Copper Mace,-3
Solar Staff,Morning Star,5
Solar Staff,Slingshot,-3
Solar Staff,Boomerang,-3
Solar Staff,Harpoon,-3
Solar Staff,Net Launcher,-3
Solar Staff,Flare Gun,-3
Solar Staff,Blowgun,-3
Solar Staff,Hookshot,-3
Solar Staff,Chakram,-3
Solar Staff,Crystal Orb,4
Solar Staff,Spell Book,4
Solar Staff,Laser Pistol,-3
Solar Staff,Plasma Rifle,-3
Solar Staff,Rocket Launcher,-3
Solar Staff,Energy Cannon,-3
Solar Staff,Railgun,-3
Solar Staff,Cyber Blade,-3
Solar Staff,Pulse Shield,-3
Solar Staff,Drone Swarm,-3
Solar Staff,Nano Spear,-3
Solar Staff,Void Cannon,-3
Iron Spear,Steel Spear,3
Iron Spear,Pike,3
Iron Spear,Halberd,3
Iron Spear,Trident,4
Iron Spear,Dragon Lance,-1
Iron Spear,Ice Lance,-1
Iron Spear,Thunder Spear,-1
Iron Spear,Serpent Spear,2
Iron Spear,Sun Lance,-1
Iron Spear,Dagger,-1
Iron Spear,Poison Dagger,2
Iron Spear,Silent Knife,-1
Iron Spear,Throwing Knives,-1
Iron Spear,Glass Dagger,-1
Iron Spear,Vampire Fang,-1
Iron Spear,Venom Shiv,2
Iron Spear,Assassin Blade,-1
Iron Spear,Smoke Dagger,-1
Iron Spear,Mirror Knife,-1
Iron Spear,Wooden Shield,-1
Iron Spear,Iron Shield,-1
Iron Spear,Tower Shield,-1
Iron Spear,Spiked Shield,-1
Iron Spear,Mirror Shield,-1
Iron Spear,Dragon Shield,-1
Iron Spear,Ice Shield,-1
Iron Spear,Storm Shield,-1
Iron Spear,Holy Shield,-1
Iron Spear,Thorn Shield,-1
Iron Spear,Stone Hammer,-1
Iron Spear,War Hammer,-1
Iron Spear,Thunder Hammer,-1
Iron Spear,Forge Hammer,-1
Iron Spear,Ice Maul,-1
Iron Spear,Gravity Hammer,-1
Iron Spear,Bone Hammer,-1
Iron Spear,Titan Hammer,-1
Iron Spear,Copper Mace,-1
Iron Spear,Morning Star,-1
Iron Spear,Slingshot,-1
Iron Spear,Boomerang,-1
Iron Spear,Harpoon,4
Iron Spear,Net Launcher,-1
Iron Spear,Flare Gun,-1
Iron Spear,Blowgun,2
Iron Spear,Hookshot,-1
Iron Spear,Chakram,-1
Iron Spear,Crystal Orb,-1
Iron Spear,Spell Book,-1
Iron Spear,Laser Pistol,-1
Iron Spear,Plasma Rifle,-1
Iron Spear,Rocket Launcher,-1
Iron Spear,Energy Cannon,-1
Iron Spear,Railgun,-1
Iron Spear,Cyber Blade,-1
Iron Spear,Pulse Shield,-1
Iron Spear,Drone Swarm,-1
Iron Spear,Nano Spear,3
Iron Spear,Void Cannon,-1
Steel Spear,Pike,3
Steel Spear,Halberd,3
Steel Spear,Trident,4
Steel Spear,Dragon Lance,-4
Steel Spear,Ice Lance,-4
Steel Spear,Thunder Spear,-4
Steel Spear,Serpent Spear,2
Steel Spear,Sun Lance,-4
Steel Spear,Dagger,-4
Steel Spear,Poison Dagger,2
Steel Spear,Silent Knife,-4
Steel Spear,Throwing Knives,-4
Steel Spear,Glass Dagger,-4
Steel Spear,Vampire Fang,-4
Steel Spear,Venom Shiv,2
Steel Spear,Assassin Blade,-4
Steel Spear,Smoke Dagger,-4
Steel Spear,Mirror Knife,-4
Steel Spear,Wooden Shield,-4
Steel Spear,Iron Shield,-4
Steel Spear,Tower Shield,-4
Steel Spear,Spiked Shield,-4
Steel Spear,Mirror Shield,-4
Steel Spear,Dragon Shield,-4
Steel Spear,Ice Shield,-4
Steel Spear,Storm Shield,-4
Steel Spear,Holy Shield,-4
Steel Spear,Thorn Shield,-4
Steel Spear,Stone Hammer,-4
Steel Spear,War Hammer,-4
Steel Spear,Thunder Hammer,-4
Steel Spear,Forge Hammer,-4
Steel Spear,Ice Maul,-4
Steel Spear,Gravity Hammer,-4
Steel Spear,Bone Hammer,-4
Steel Spear,Titan Hammer,-4
Steel Spear,Copper Mace,-4
Steel Spear,Morning Star,-4
Steel Spear,Slingshot,-4
Steel Spear,Boomerang,-4
Steel Spear,Harpoon,4
Steel Spear,Net Launcher,-4
Steel Spear,Flare Gun,-4
Steel Spear,Blowgun,2
Steel Spear,Hookshot,-4
Steel Spear,Chakram,-4
Steel Spear,Crystal Orb,-4
Steel Spear,Spell Book,-4
Steel Spear,Laser Pistol,-4
Steel Spear,Plasma Rifle,-4
Steel Spear,Rocket Launcher,-4
Steel Spear,Energy Cannon,-4
Steel Spear,Railgun,-4
Steel Spear,Cyber Blade,-4
Steel Spear,Pulse Shield,-4
Steel Spear,Drone Swarm,-4
Steel Spear,Nano Spear,3
Steel Spear,Void Cannon,-4
Pike,Halberd,3
Pike,Trident,4
Pike,Dragon Lance,-2
Pike,Ice Lance,-2
Pike,Thunder Spear,-2
Pike,Serpent Spear,2
Pike,Sun Lance,-2
Pike,Dagger,-2
Pike,Poison Dagger,2
Pike,Silent Knife,-2
Pike,Throwing Knives,-2
Pike,Glass Dagger,-2
Pike,Vampire Fang,-2
Pike,Venom Shiv,2
Pike,Assassin Blade,-2
Pike,Smoke Dagger,-2
Pike,Mirror Knife,-2
Pike,Wooden Shield,-2
Pike,Iron Shield,-2
Pike,Tower Shield,-2
Pike,Spiked Shield,-2
Pike,Mirror Shield,-2
Pike,Dragon Shield,-2
Pike,Ice Shield,-2
Pike,Storm Shield,-2
Pike,Holy Shield,-2
Pike,Thorn Shield,-2
Pike,Stone Hammer,-2
Pike,War Hammer,-2
Pike,Thunder Hammer,-2
Pike,Forge Hammer,-2
Pike,Ice Maul,-2
Pike,Gravity Hammer,-2
Pike,Bone Hammer,-2
Pike,Titan Hammer,-2
Pike,Copper Mace,-2
Pike,Morning Star,-2
Pike,Slingshot,-2
Pike,Boomerang,-2
Pike,Harpoon,4
Pike,Net Launcher,-2
Pike,Flare Gun,-2
Pike,Blowgun,2
Pike,Hookshot,-2
Pike,Chakram,-2
Pike,Crystal Orb,-2
Pike,Spell Book,-2
Pike,Laser Pistol,-2
Pike,Plasma Rifle,-2
Pike,Rocket Launcher,-2
Pike,Energy Cannon,-2
Pike,Railgun,-2
Pike,Cyber Blade,-2
Pike,Pulse Shield,-2
Pike,Drone Swarm,-2
Pike,Nano Spear,3
Pike,Void Cannon,-2
Halberd,Trident,4
Halberd,Dragon Lance,-5
Halberd,Ice Lance,-5
Halberd,Thunder Spear,-5
Halberd,Serpent Spear,2
Halberd,Sun Lance,-5
Halberd,Dagger,-5
Halberd,Poison Dagger,2
Halberd,Silent Knife,-5
Halberd,Throwing Knives,-5
Halberd,Glass Dagger,-5
Halberd,Vampire Fang,-5
Halberd,Venom Shiv,2
Halberd,Assassin Blade,-5
Halberd,Smoke Dagger,-5
Halberd,Mirror Knife,-5
Halberd,Wooden Shield,-5
Halberd,Iron Shield,-5
Halberd,Tower Shield,-5
Halberd,Spiked Shield,-5
Halberd,Mirror Shield,-5
Halberd,Dragon Shield,-5
Halberd,Ice Shield,-5
Halberd,Storm Shield,-5
Halberd,Holy Shield,-5
Halberd,Thorn Shield,-5
Halberd,Stone Hammer,-5
Halberd,War Hammer,-5
Halberd,Thunder Hammer,-5
Halberd,Forge Hammer,-5
Halberd,Ice Maul,-5
Halberd,Gravity Hammer,-5
Halberd,Bone Hammer,-5
Halberd,Titan Hammer,-5
Halberd,Copper Mace,-5
Halberd,Morning Star,-5
Halberd,Slingshot,-5
Halberd,Boomerang,-5
Halberd,Harpoon,4
Halberd,Net Launcher,-5
Halberd,Flare Gun,-5
Halberd,Blowgun,2
Halberd,Hookshot,-5
Halberd,Chakram,-5
Halberd,Crystal Orb,-5
Halberd,Spell Book,-5
Halberd,Laser Pistol,-5
Halberd,Plasma Rifle,-5
Halberd,Rocket Launcher,-5
Halberd,Energy Cannon,-5
Halberd,Railgun,-5
Halberd,Cyber Blade,-5
Halberd,Pulse Shield,-5
Halberd,Drone Swarm,-5
Halberd,Nano Spear,5
Halberd,Void Cannon,-5
Trident,Dragon Lance,-3
Trident,Ice Lance,4
Trident,Thunder Spear,-3
Trident,Serpent Spear,-3
Trident,Sun Lance,-3
Trident,Dagger,-3
Trident,Poison Dagger,-3
Trident,Silent Knife,-3
Trident,Throwing Knives,-3
Trident,Glass Dagger,-3
Trident,Vampire Fang,-3
Trident,Venom Shiv,-3
Trident,Assassin Blade,-3
Trident,Smoke Dagger,-3
Trident,Mirror Knife,-3
Trident,Wooden Shield,-3
Trident,Iron Shield,-3
Trident,Tower Shield,-3
Trident,Spiked Shield,-3
Trident,Mirror Shield,-3
Trident,Dragon Shield,-3
Trident,Ice Shield,4
Trident,Storm Shield,-3
Trident,Holy Shield,-3
Trident,Thorn Shield,-3
Trident,Stone Hammer,-3
Trident,War Hammer,-3
Trident,Thunder Hammer,-3
Trident,Forge Hammer,-3
Trident,Ice Maul,4
Trident,Gravity Hammer,-3
Trident,Bone Hammer,-3
Trident,Titan Hammer,-3
Trident,Copper Mace,-3
Trident,Morning Star,-3
Trident,Slingshot,-3
Trident,Boomerang,-3
Trident,Harpoon,11
Trident,Net Launcher,-3
Trident,Flare Gun,-3
Trident,Blowgun,-3
Trident,Hookshot,-3
Trident,Chakram,-3
Trident,Crystal Orb,-3
Trident,Spell Book,-3
Trident,Laser Pistol,-3
Trident,Plasma Rifle,-3
Trident,Rocket Launcher,-3
Trident,Energy Cannon,-3
Trident,Railgun,-3
Trident,Cyber Blade,-3
Trident,Pulse Shield,-3
Trident,Drone Swarm,-3
Trident,Nano Spear,4
Trident,Void Cannon,-3
Dragon Lance,Ice Lance,-1
Dragon Lance,Thunder Spear,2
Dragon Lance,Serpent Spear,-1
Dragon Lance,Sun Lance,-1
Dragon Lance,Dagger,-1
Dragon Lance,Poison Dagger,-1
Dragon Lance,Silent Knife,-1
Dragon Lance,Throwing Knives,-1
Dragon Lance,Glass Dagger,-1
Dragon Lance,Vampire Fang,-1
Dragon Lance,Venom Shiv,-1
Dragon Lance,Assassin Blade,-1
Dragon Lance,Smoke Dagger,-1
Dragon Lance,Mirror Knife,-1
Dragon Lance,Wooden Shield,-1
Dragon Lance,Iron Shield,-1
Dragon Lance,Tower Shield,-1
Dragon Lance,Spiked Shield,-1
Dragon Lance,Mirror Shield,-1
Dragon Lance,Dragon Shield,5
Dragon Lance,Ice Shield,-1
Dragon Lance,Storm Shield,2
Dragon Lance,Holy Shield,-1
Dragon Lance,Thorn Shield,-1
Dragon Lance,Stone Hammer,2
Dragon Lance,War Hammer,2
Dragon Lance,Thunder Hammer,2
Dragon Lance,Forge Hammer,5
Dragon Lance,Ice Maul,-1
Dragon Lance,Gravity Hammer,-1
Dragon Lance,Bone Hammer,-1
Dragon Lance,Titan Hammer,2
Dragon Lance,Copper Mace,2
Dragon Lance,Morning Star,-1
Dragon Lance,Slingshot,-1
Dragon Lance,Boomerang,-1
Dragon Lance,Harpoon,-1
Dragon Lance,Net Launcher,-1
Dragon Lance,Flare Gun,3
Dragon Lance,Blowgun,-1
Dragon Lance,Hookshot,-1
Dragon Lance,Chakram,-1
Dragon Lance,Crystal Orb,-1
Dragon Lance,Spell Book,-1
Dragon Lance,Laser Pistol,2
Dragon Lance,Plasma Rifle,2
Dragon Lance,Rocket Launcher,5
Dragon Lance,Energy Cannon,2
Dragon Lance,Railgun,-1
Dragon Lance,Cyber Blade,2
Dragon Lance,Pulse Shield,-1
Dragon Lance,Drone Swarm,-1
Dragon Lance,Nano Spear,-1
Dragon Lance,Void Cannon,-1
Ice Lance,Thunder Spear,-4
Ice Lance,Serpent Spear,-4
Ice Lance,Sun Lance,-4
Ice Lance,Dagger,-4
Ice Lance,Poison Dagger,-4
Ice Lance,Silent Knife,-4
Ice Lance,Throwing Knives,-4
Ice Lance,Glass Dagger,-4
Ice Lance,Vampire Fang,-4
Ice Lance,Venom Shiv,-4
Ice Lance,Assassin Blade,-4
Ice Lance,Smoke Dagger,-4
Ice Lance,Mirror Knife,-4
Ice Lance,Wooden Shield,-4
Ice Lance,Iron Shield,-4
Ice Lance,Tower Shield,-4
Ice Lance,Spiked Shield,-4
Ice Lance,Mirror Shield,-4
Ice Lance,Dragon Shield,-4
Ice Lance,Ice Shield,3
Ice Lance,Storm Shield,-4
Ice Lance,Holy Shield,-4
Ice Lance,Thorn Shield,-4
Ice Lance,Stone Hammer,-4
Ice Lance,War Hammer,-4
Ice Lance,Thunder Hammer,-4
Ice Lance,Forge Hammer,-4
Ice Lance,Ice Maul,3
Ice Lance,Gravity Hammer,-4
Ice Lance,Bone Hammer,-4
Ice Lance,Titan Hammer,-4
Ice Lance,Copper Mace,-4
Ice Lance,Morning Star,-4
Ice Lance,Slingshot,-4
Ice Lance,Boomerang,-4
Ice Lance,Harpoon,4
Ice Lance,Net Launcher,-4
Ice Lance,Flare Gun,-4
Ice Lance,Blowgun,-4
Ice Lance,Hookshot,-4
Ice Lance,Chakram,-4
Ice Lance,Crystal Orb,-4
Ice Lance,Spell Book,-4
Ice Lance,Laser Pistol,-4
Ice Lance,Plasma Rifle,-4
Ice Lance,Rocket Launcher,-4
Ice Lance,Energy Cannon,-4
Ice Lance,Railgun,-4
Ice Lance,Cyber Blade,-4
Ice Lance,Pulse Shield,-4
Ice Lance,Drone Swarm,-4
Ice Lance,Nano Spear,-4
Ice Lance,Void Cannon,-4
Thunder Spear,Serpent Spear,-2
Thunder Spear,Sun Lance,-2
Thunder Spear,Dagger,-2
Thunder Spear,Poison Dagger,-2
Thunder Spear,Silent Knife,-2
Thunder Spear,Throwing Knives,2
Thunder Spear,Glass Dagger,-2
Thunder Spear,Vampire Fang,-2
Thunder Spear,Venom Shiv,-2
Thunder Spear,Assassin Blade,-2
Thunder Spear,Smoke Dagger,-2
Thunder Spear,Mirror Knife,-2
Thunder Spear,Wooden Shield,-2
Thunder Spear,Iron Shield,-2
Thunder Spear,Tower Shield,-2
Thunder Spear,Spiked Shield,-2
Thunder Spear,Mirror Shield,-2
Thunder Spear,Dragon Shield,2
Thunder Spear,Ice Shield,-2
Thunder Spear,Storm Shield,3
Thunder Spear,Holy Shield,-2
Thunder Spear,Thorn Shield,-2
Thunder Spear,Stone Hammer,-2
Thunder Spear,War Hammer,-2
Thunder Spear,Thunder Hammer,5
Thunder Spear,Forge Hammer,2
Thunder Spear,Ice Maul,-2
Thunder Spear,Gravity Hammer,-2
Thunder Spear,Bone Hammer,-2
Thunder Spear,Titan Hammer,-2
Thunder Spear,Copper Mace,-2
Thunder Spear,Morning Star,-2
Thunder Spear,Slingshot,2
Thunder Spear,Boomerang,2
Thunder Spear,Harpoon,-2
Thunder Spear,Net Launcher,-2
Thunder Spear,Flare Gun,2
Thunder Spear,Blowgun,-2
Thunder Spear,Hookshot,-2
Thunder Spear,Chakram,2
Thunder Spear,Crystal Orb,-2
Thunder Spear,Spell Book,-2
Thunder Spear,Laser Pistol,3
Thunder Spear,Plasma Rifle,5
Thunder Spear,Rocket Launcher,2
Thunder Spear,Energy Cannon,5
Thunder Spear,Railgun,2
Thunder Spear,Cyber Blade,5
Thunder Spear,Pulse Shield,-2
Thunder Spear,Drone Swarm,-2
Thunder Spear,Nano Spear,-2
Thunder Spear,Void Cannon,-2
Serpent Spear,Sun Lance,-5
Serpent Spear,Dagger,-5
Serpent Spear,Poison Dagger,3
Serpent Spear,Silent Knife,-5
Serpent Spear,Throwing Knives,-5
Serpent Spear,Glass Dagger,-5
Serpent Spear,Vampire Fang,-5
Serpent Spear,Venom Shiv,3
Serpent Spear,Assassin Blade,-5
Serpent Spear,Smoke Dagger,-5
Serpent Spear,Mirror Knife,-5
Serpent Spear,Wooden Shield,-5
Serpent Spear,Iron Shield,-5
Serpent Spear,Tower Shield,-5
Serpent Spear,Spiked Shield,-5
Serpent Spear,Mirror Shield,-5
Serpent Spear,Dragon Shield,-5
Serpent Spear,Ice Shield,-5
Serpent Spear,Storm Shield,-5
Serpent Spear,Holy Shield,-5
Serpent Spear,Thorn Shield,-5
Serpent Spear,Stone Hammer,-5
Serpent Spear,War Hammer,-5
Serpent Spear,Thunder Hammer,-5
Serpent Spear,Forge Hammer,-5
Serpent Spear,Ice Maul,-5
Serpent Spear,Gravity Hammer,-5
Serpent Spear,Bone Hammer,-5
Serpent Spear,Titan Hammer,-5
Serpent Spear,Copper Mace,-5
Serpent Spear,Morning Star,-5
Serpent Spear,Slingshot,-5
Serpent Spear,Boomerang,-5
Serpent Spear,Harpoon,-5
Serpent Spear,Net Launcher,-5
Serpent Spear,Flare Gun,-5
Serpent Spear,Blowgun,3
Serpent Spear,Hookshot,-5
Serpent Spear,Chakram,-5
Serpent Spear,Crystal Orb,-5
Serpent Spear,Spell Book,-5
Serpent Spear,Laser Pistol,-5
Serpent Spear,Plasma Rifle,-5
Serpent Spear,Rocket Launcher,-5
Serpent Spear,Energy Cannon,-5
Serpent Spear,Railgun,-5
Serpent Spear,Cyber Blade,-5
Serpent Spear,Pulse Shield,-5
Serpent Spear,Drone Swarm,-5
Serpent Spear,Nano Spear,2
Serpent Spear,Void Cannon,-5
Sun Lance,Dagger,-3
Sun Lance,Poison Dagger,-3
Sun Lance,Silent Knife,-3
Sun Lance,Throwing Knives,-3
Sun Lance,Glass Dagger,-3
Sun Lance,Vampire Fang,-3
Sun Lance,Venom Shiv,-3
Sun Lance,Assassin Blade,-3
Sun Lance,Smoke Dagger,-3
Sun Lance,Mirror Knife,4
Sun Lance,Wooden Shield,-3
Sun Lance,Iron Shield,-3
Sun Lance,Tower Shield,-3
Sun Lance,Spiked Shield,-3
Sun Lance,Mirror Shield,4
Sun Lance,Dragon Shield,-3
Sun Lance,Ice Shield,-3
Sun Lance,Storm Shield,-3
Sun Lance,Holy Shield,5
Sun Lance,Thorn Shield,-3
Sun Lance,Stone Hammer,-3
Sun Lance,War Hammer,-3
Sun Lance,Thunder Hammer,-3
Sun Lance,Forge Hammer,-3
Sun Lance,Ice Maul,-3
Sun Lance,Gravity Hammer,4
Sun Lance,Bone Hammer,-3
Sun Lance,Titan Hammer,-3
Sun Lance,Copper Mace,-3
Sun Lance,Morning Star,5
Sun Lance,Slingshot,-3
Sun Lance,Boomerang,-3
Sun Lance,Harpoon,-3
Sun Lance,Net Launcher,-3
Sun Lance,Flare Gun,-3
Sun Lance,Blowgun,-3
Sun Lance,Hookshot,-3
Sun Lance,Chakram,-3
Sun Lance,Crystal Orb,4
Sun Lance,Spell Book,4
Sun Lance,Laser Pistol,-3
Sun Lance,Plasma Rifle,-3
Sun Lance,Rocket Launcher,-3
Sun Lance,Energy Cannon,-3
Sun Lance,Railgun,-3
Sun Lance,Cyber Blade,-3
Sun Lance,Pulse Shield,-3
Sun Lance,Drone Swarm,-3
Sun Lance,Nano Spear,-3
Sun Lance,Void Cannon,-3
Dagger,Poison Dagger,-1
Dagger,Silent Knife,3
Dagger,Throwing Knives,-1
Dagger,Glass Dagger,3
Dagger,Vampire Fang,-1
Dagger,Venom Shiv,-1
Dagger,Assassin Blade,3
Dagger,Smoke Dagger,3
Dagger,Mirror Knife,-1
Dagger,Wooden Shield,-1
Dagger,Iron Shield,-1
Dagger,Tower Shield,-1
Dagger,Spiked Shield,-1
Dagger,Mirror Shield,-1
Dagger,Dragon Shield,-1
Dagger,Ice Shield,-1
Dagger,Storm Shield,-1
Dagger,Holy Shield,-1
Dagger,Thorn Shield,-1
Dagger,Stone Hammer,-1
Dagger,War Hammer,-1
Dagger,Thunder Hammer,-1
Dagger,Forge Hammer,-1
Dagger,Ice Maul,-1
Dagger,Gravity Hammer,-1
Dagger,Bone Hammer,-1
Dagger,Titan Hammer,-1
Dagger,Copper Mace,-1
Dagger,Morning Star,-1
Dagger,Slingshot,-1
Dagger,Boomerang,-1
Dagger,Harpoon,-1
Dagger,Net Launcher,-1
Dagger,Flare Gun,-1
Dagger,Blowgun,-1
Dagger,Hookshot,-1
Dagger,Chakram,-1
Dagger,Crystal Orb,-1
Dagger,Spell Book,-1
Dagger,Laser Pistol,-1
Dagger,Plasma Rifle,-1
Dagger,Rocket Launcher,-1
Dagger,Energy Cannon,-1
Dagger,Railgun,-1
Dagger,Cyber Blade,-1
Dagger,Pulse Shield,-1
Dagger,Drone Swarm,-1
Dagger,Nano Spear,-1
Dagger,Void Cannon,-1
Poison Dagger,Silent Knife,-4
Poison Dagger,Throwing Knives,-4
Poison Dagger,Glass Dagger,-4
Poison Dagger,Vampire Fang,-4
Poison Dagger,Venom Shiv,12
Poison Dagger,Assassin Blade,-4
Poison Dagger,Smoke Dagger,-4
Poison Dagger,Mirror Knife,-4
Poison Dagger,Wooden Shield,-4
Poison Dagger,Iron Shield,-4
Poison Dagger,Tower Shield,-4
Poison Dagger,Spiked Shield,-4
Poison Dagger,Mirror Shield,-4
Poison Dagger,Dragon Shield,-4
Poison Dagger,Ice Shield,-4
Poison Dagger,Storm Shield,-4
Poison Dagger,Holy Shield,-4
Poison Dagger,Thorn Shield,-4
Poison Dagger,Stone Hammer,-4
Poison Dagger,War Hammer,-4
Poison Dagger,Thunder Hammer,-4
Poison Dagger,Forge Hammer,-4
Poison Dagger,Ice Maul,-4
Poison Dagger,Gravity Hammer,-4
Poison Dagger,Bone Hammer,-4
Poison Dagger,Titan Hammer,-4
Poison Dagger,Copper Mace,-4
Poison Dagger,Morning Star,-4
Poison Dagger,Slingshot,-4
Poison Dagger,Boomerang,-4
Poison Dagger,Harpoon,-4
Poison Dagger,Net Launcher,-4
Poison Dagger,Flare Gun,-4
Poison Dagger,Blowgun,3
Poison Dagger,Hookshot,-4
Poison Dagger,Chakram,-4
Poison Dagger,Crystal Orb,-4
Poison Dagger,Spell Book,-4
Poison Dagger,Laser Pistol,-4
Poison Dagger,Plasma Rifle,-4
Poison Dagger,Rocket Launcher,-4
Poison Dagger,Energy Cannon,-4
Poison Dagger,Railgun,-4
Poison Dagger,Cyber Blade,-4
Poison Dagger,Pulse Shield,-4
Poison Dagger,Drone Swarm,-4
Poison Dagger,Nano Spear,2
Poison Dagger,Void Cannon,-4
Silent Knife,Throwing Knives,-2
Silent Knife,Glass Dagger,3
Silent Knife,Vampire Fang,-2
Silent Knife,Venom Shiv,-2
Silent Knife,Assassin Blade,3
Silent Knife,Smoke Dagger,10
Silent Knife,Mirror Knife,-2
Silent Knife,Wooden Shield,-2
Silent Knife,Iron Shield,-2
Silent Knife,Tower Shield,-2
Silent Knife,Spiked Shield,-2
Silent Knife,Mirror Shield,-2
Silent Knife,Dragon Shield,-2
Silent Knife,Ice Shield,-2
Silent Knife,Storm Shield,-2
Silent Knife,Holy Shield,-2
Silent Knife,Thorn Shield,-2
Silent Knife,Stone Hammer,-2
Silent Knife,War Hammer,-2
Silent Knife,Thunder Hammer,-2
Silent Knife,Forge Hammer,-2
Silent Knife,Ice Maul,-2
Silent Knife,Gravity Hammer,-2
Silent Knife,Bone Hammer,-2
Silent Knife,Titan Hammer,-2
Silent Knife,Copper Mace,-2
Silent Knife,Morning Star,-2
Silent Knife,Slingshot,-2
Silent Knife,Boomerang,-2
Silent Knife,Harpoon,-2
Silent Knife,Net Launcher,-2
Silent Knife,Flare Gun,-2
Silent Knife,Blowgun,-2
Silent Knife,Hookshot,-2
Silent Knife,Chakram,-2
Silent Knife,Crystal Orb,-2
Silent Knife,Spell Book,-2
Silent Knife,Laser Pistol,-2
Silent Knife,Plasma Rifle,-2
Silent Knife,Rocket Launcher,-2
Silent Knife,Energy Cannon,-2
Silent Knife,Railgun,-2
Silent Knife,Cyber Blade,-2
Silent Knife,Pulse Shield,-2
Silent Knife,Drone Swarm,-2
Silent Knife,Nano Spear,-2
Silent Knife,Void Cannon,-2
Throwing Knives,Glass Dagger,-5
Throwing Knives,Vampire Fang,-5
Throwing Knives,Venom Shiv,-5
Throwing Knives,Assassin Blade,-5
Throwing Knives,Smoke Dagger,-5
Throwing Knives,Mirror Knife,-5
Throwing Knives,Wooden Shield,-5
Throwing Knives,Iron Shield,-5
Throwing Knives,Tower Shield,-5
Throwing Knives,Spiked Shield,-5
Throwing Knives,Mirror Shield,-5
Throwing Knives,Dragon Shield,-5
Throwing Knives,Ice Shield,-5
Throwing Knives,Storm Shield,2
Throwing Knives,Holy Shield,-5
Throwing Knives,Thorn Shield,-5
Throwing Knives,Stone Hammer,-5
Throwing Knives,War Hammer,-5
Throwing Knives,Thunder Hammer,2
Throwing Knives,Forge Hammer,-5
Throwing Knives,Ice Maul,-5
Throwing Knives,Gravity Hammer,-5
Throwing Knives,Bone Hammer,-5
Throwing Knives,Titan Hammer,-5
Throwing Knives,Copper Mace,-5
Throwing Knives,Morning Star,-5
Throwing Knives,Slingshot,3
Throwing Knives,Boomerang,3
Throwing Knives,Harpoon,-5
Throwing Knives,Net Launcher,4
Throwing Knives,Flare Gun,-5
Throwing Knives,Blowgun,-5
Throwing Knives,Hookshot,4
Throwing Knives,Chakram,3
Throwing Knives,Crystal Orb,-5
Throwing Knives,Spell Book,-5
Throwing Knives,Laser Pistol,2
Throwing Knives,Plasma Rifle,2
Throwing Knives,Rocket Launcher,-5
Throwing Knives,Energy Cannon,2
Throwing Knives,Railgun,3
Throwing Knives,Cyber Blade,2
Throwing Knives,Pulse Shield,-5
Throwing Knives,Drone Swarm,4
Throwing Knives,Nano Spear,-5
Throwing Knives,Void Cannon,-5
Glass Dagger,Vampire Fang,-3
Glass Dagger,Venom Shiv,-3
Glass Dagger,Assassin Blade,5
Glass Dagger,Smoke Dagger,3
Glass Dagger,Mirror Knife,-3
Glass Dagger,Wooden Shield,-3
Glass Dagger,Iron Shield,-3
Glass Dagger,Tower Shield,-3
Glass Dagger,Spiked Shield,-3
Glass Dagger,Mirror Shield,-3
Glass Dagger,Dragon Shield,-3
Glass Dagger,Ice Shield,-3
Glass Dagger,Storm Shield,-3
Glass Dagger,Holy Shield,-3
Glass Dagger,Thorn Shield,-3
Glass Dagger,Stone Hammer,-3
Glass Dagger,War Hammer,-3
Glass Dagger,Thunder Hammer,-3
Glass Dagger,Forge Hammer,-3
Glass Dagger,Ice Maul,-3
Glass Dagger,Gravity Hammer,-3
Glass Dagger,Bone Hammer,-3
Glass Dagger,Titan Hammer,-3
Glass Dagger,Copper Mace,-3
Glass Dagger,Morning Star,-3
Glass Dagger,Slingshot,-3
Glass Dagger,Boomerang,-3
Glass Dagger,Harpoon,-3
